id,Nombre,datasketch,pacifista,ojoalapaz,indepaz,ONU,Defensoria,Unidad de Victimas,Somos Defensores,Cinep. Noche y Niebla,CODHES,Colectivo de Abogados José Alvear Restrepo Cajar,Género,Fecha,Municipio,Departamento,Tipo de líder,Cargo,Móvil,Otros,Fuentes
ariel-sotelo,Ariel Sotelo,si,NA,NA,si,NA,NA,NA,NA,NA,NA,si,M,2016-08-29,Almaguer,Cauca,Líder campesino o agrario,Miembros del Comité de Integración del Macizo Colombiano (CIMA),"6 hombres  armados interceptaron los vehículos que  se dirigían al mercado de ese corregimiento, obligaron a todos los pasajeros a apagar sus celulares y detuvieron el vehículo en el que se transportaban Joel Meneses, líder histórico del CIMA, quien  había  recibido  varias  amenazas, junto a Nereo Meneses y Ariel Sotelo. Luego fueron llevados hasta a un sitio conocido como “Monte Oscuro”, en los límites de los municipios de Bolívar y Almaguer, donde fueron encontrados abatidos con tiros de gracia.",,http://www.colombiainforma.info/tres-lideres-campesinos-fueron-asesinados-en-el-cauca/; https://www.elespectador.com/noticias/nacional/los-lideres-sociales-asesinados-el-primer-dia-del-cese-articulo-651959; https://www.semana.com/nacion/articulo/tres-lideres-del-macizo-colombiano-fueron-asesinados/491807
diego-alfredo-chiran,Diego Alfredo Chirán Nastacuas,si,NA,NA,si,NA,NA,NA,NA,NA,NA,si,M,2016-08-29,Barbacoas,Nariño,Líder indígena,Representante de la comunidad,,,"http://www.eltiempo.com/colombia/cali/en-tumaco-asesinan-a-lider-indigena-awa/16684678
http://www.semana.com/nacion/articulo/cuatro-indigenas-awa-fueron-asesinados-en-tumaco/491686"
joel-meneses-guzman,Joel Meneses Guzman,si,NA,NA,si,NA,NA,NA,si,NA,NA,si,M,2016-08-29,Almaguer,Cauca,Líder campesino o agrario,,,,"http://www.colombiainforma.info/tres-lideres-campesinos-fueron-asesinados-en-el-cauca/
https://www.elespectador.com/noticias/nacional/los-lideres-sociales-asesinados-el-primer-dia-del-cese-articulo-651959"
nereo-meneses,Nereo Meneses,si,NA,NA,si,NA,NA,NA,NA,NA,NA,si,M,2016-08-29,Almaguer,Cauca,Líder campesino o agrario,,,,"http://www.colombiainforma.info/tres-lideres-campesinos-fueron-asesinados-en-el-cauca/
https://www.elespectador.com/noticias/nacional/los-lideres-sociales-asesinados-el-primer-dia-del-cese-articulo-651959"
luciano-pascal-garcia,Luciano Pascal García,si,NA,NA,si,NA,si,NA,si,NA,NA,si,M,2016-08-29,Tumaco,Nariño,Líder indígena,,,,https://www.elespectador.com/noticias/nacional/los-lideres-sociales-asesinados-el-primer-dia-del-cese-articulo-651959
libio-antonio-alvarez,Libio Antonio Álvarez,si,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,M,2016-09-05,Sucre,Cauca,Líder campesino o agrario,,,,http://www.semana.com/nacion/articulo/los-13-lideres-asesinados-despues-de-la-firma-del-acuerdo-de-paz/493530
salvador-acosta,Salvador Acosta,si,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,M,2016-09-05,Sucre,Cauca,Líder campesino o agrario,,,,http://www.semana.com/nacion/articulo/los-13-lideres-asesinados-despues-de-la-firma-del-acuerdo-de-paz/493531
simon-alvarez,Simón Alvarez,si,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,M,2016-09-05,Sucre,Cauca,Líder campesino o agrario,,,,http://www.semana.com/nacion/articulo/los-13-lideres-asesinados-despues-de-la-firma-del-acuerdo-de-paz/493528
cecilia-colcué,Cecilia Colcué,si,NA,NA,si,NA,si,NA,si,NA,NA,si,F,2016-09-06,Corinto,Cauca,Líder campesino o agrario,"Militante de la Marcha Patriótica y estaba vinculada también a la Asociación de Trabajadores Campesinos de la Zona de Reservas Campesinas de Corinto, así como a la Federación Nacional Sindical Unitaria Agropecuaria","La tarde del 6 de septiembre se encontraba lavando ropa junto a su hija cuando dejó de salir agua. Le dijo a su hija que iba al nacedero a ver qué había ocurrido y nunca regresó. Al siguiente día sus hijos se alarmaron y fueron a buscarla por toda la finca, hasta que encontraron el cuerpo sin vida de su madre",,"http://www.elespectador.com/noticias/politica/quien-mato-cecilia-colcue-corinto-cauca-articulo-653766, http://www.elnuevosiglo.com.co/articulos/09-2016-por-que-mataron-a-la-lider-agraria-del-cauca-cecilia-coicue, http://www.elpais.com.co/elpais/judicial/noticias/asesinan-propietaria-predio-donde-desmovilizaran-farc-cauca"
armando-bedoya-fabra,Armando Bedoya Fabra,si,NA,NA,si,NA,NA,NA,NA,NA,NA,NA,M,2016-09-10,Tierralta,Córdoba,Líder campesino o agrario,Miembro de la Asociación Campesina para el Desarrollo del Alto Sinú (ASODECAS),,,http://ntn24america.com/noticia/asodescas-denuncian-que-clan-del-golfo-asesino-a-campesino-en-el-norte-de-colombia-117015
nestor-ivan-martinez,Nestor Ivan Martinez,si,NA,NA,si,NA,NA,NA,si,NA,NA,si,M,2016-09-11,Chiriguana,Cesar,Líder afrodescendiente,,,,"http://www.resumenlatinoamericano.org/2016/09/12/colombia-es-asesinado-nestor-ivan-martinez-el-lider-del-congreso-de-los-pueblos-en-el-centro-del-cesar/, http://www.elespectador.com/noticias/judicial/denuncian-un-nuevo-asesinato-de-lider-social-chiriguana-articulo-654322, http://www.colombiainforma.info/siguen-asesinatos/, http://www.movimientodevictimas.org/?q=content/asesinan-n%C3%A9stor-iv%C3%A1n-mart%C3%ADnez-l%C3%ADder-social-del-cesar"
ovidio-arley-bustamante,Ovidio Arley Bustamante Chavarría,NA,NA,NA,si,NA,NA,NA,si,NA,NA,si,M,2016-09-14,Puerto Valdivia,Antioquia,Líder comunal,,,,"http://www.minuto30.com/ataque-armado-zona-rural-de-valdivia-dejo-a-un-hombre-muerto-y-a-una-mujer-herida/525661/, http://caracol.com.co/emisora/2016/09/16/medellin/1474025353_366771.html, http://justiciaypazcolombia.com/Asobac-denuncia-asesinato-de-Ovidio-Bustamante-conciliador-de-la-JAC"
jose-gustavo-perez,Jose Gustavo Perez Gutierrez,NA,NA,NA,NA,NA,NA,NA,si,NA,NA,NA,M,2016-09-17,El Tambo,Cauca,Líder comunal,,,,"http://www.wradio.com.co/noticias/regionales/capturan-a-presunto-homicida-de-lider-social-en-cauca/20170405/nota/3428220.aspx, http://www.novedadestelevision.com/2017/04/capturado-oswaldo-gamaliel-ordonez_59.html"
ferney-losada-garcia,Ferney Losada,NA,NA,NA,si,NA,NA,NA,NA,NA,NA,NA,M,2016-09-18,Puerto Rico,Caquetá,Líder sindical,,,,https://movilidadsinfronteras.blogspot.com/2018/03/asesinan-ferney-puerto-rico.html
jose-augusto-perez,Jose Augusto Pérez Murcia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,M,2016-09-19,El Tambo,Cauca,Líder comunal,,,,https://redhuerteros.org/b410&registros=10&pagina=11&orden=ASC
wilmer-arnubis-de-la-cruz,Wilmer Arnubis De la Cruz Isagi,si,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,M,2016-09-20,Maguí Payán,Nariño,Líder campesino o agrario,,,,http://www.reddhfic.org/index.php?option=com_content&view=article&id=1848:2016-09-24-04-42-30&catid=186:denuncias-narino-2016&Itemid=410
ramiro-culma-carepa,Ramiro Culma Carepa,NA,NA,NA,si,NA,NA,NA,si,NA,NA,si,M,2016-09-21,Coyaima,Tolima,Líder indígena,,,,"http://www.contagioradio.com/asesinado-el-dirigente-indigena-ramiro-culma-capera-articulo-29626/, http://www.ecosdelcombeima.com/judiciales/nota-91186-lo-asesinaron-bar-de-la-zona-rural-de-natagaima 
"
carlos-arturo-mosquera,Carlos Arturo Mosquera,si,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,M,2016-09-22,Policarpa,Nariño,Líder afrodescendiente,,,,http://www.reddhfic.org/index.php?option=com_content&view=article&id=1848:2016-09-24-04-42-30&catid=186:denuncias-narino-2016&Itemid=410
duvan-andres-lopez,Duvan Andres Lopez Diaz,NA,NA,NA,NA,NA,NA,NA,si,NA,NA,NA,M,2016-09-27,Cali,Valle del Cauca,Líder comunitario,,,,"http://www.eltiempo.com/colombia/cali/lider-comunitario-asesinado-en-ladera-de-cali-38480, http://hsbnoticias.com/noticias/judicial/en-el-barrio-las-palmas-asesinado-punta-de-machetazos-240112"
gilberto-hernandez-sanchez,Gilberto Hernandez Sanchez,NA,NA,NA,si,NA,NA,NA,NA,NA,NA,si,M,2016-09-30,San José,Guaviare,Líder comunal,,,,http://caracol.com.co/radio/2016/09/30/regional/1475242518_704693.html
jose-alfredo-ayala,Jose Alfredo Ayala,NA,NA,NA,NA,NA,NA,NA,si,NA,NA,NA,M,2016-09-30,Montería,Córdoba,Líder comunitario,,,,"http://www.eluniversal.com.co/sucesos/la-carcel-el-politico-segundo-cabecilla-del-bloque-cordoba-de-las-bacrim-244835, http://www.eltiempo.com/colombia/otras-ciudades/asesinan-a-edil-en-zona-rural-de-monteria-43506, https://www.elheraldo.co/judicial/asesinan-edil-conservador-cuando-se-dirigia-convencion-por-el-si-287320"
henry-jose-romero,Henry Jose Romero Perea,NA,NA,NA,si,NA,NA,NA,NA,NA,NA,NA,M,2016-10-02,Arauca,Arauca,Líder comunitario,,,,http://caracol.com.co/radio/2016/10/03/regional/1475497523_036654.html
henri-narvaez-delgado,Henrri Narvaez Delgado,NA,NA,NA,si,NA,NA,NA,si,NA,NA,NA,M,2016-10-06,Rosas,Cauca,Líder indígena,,,,NA
espolita-casiana-teheran,Espolita Casiana Teheran Acosta,NA,NA,NA,si,NA,NA,NA,si,NA,NA,si,F,2016-10-13,Cáceres,Antioquia,Líder comunitario,Líder fundadora de la Asociación de Desplazados de Cáceres (Asodesplazca),"Dos hombres armados ingresaron a la vivienda de Espólita Casiana, de aproximadamente 50 años de edad, y le dispararon",,"http://www.elespectador.com/noticias/nacional/antioquia/hombres-armados-asesinaron-dos-mujeres-caceres-antioqui-articulo-660512, http://www.ipc.org.co/agenciadeprensa/index.php/2016/10/14/hombres-armados-asesinaron-a-dos-mujeres-en-caceres-antioquia/, http://caracol.com.co/emisora/2016/10/15/medellin/1476493704_980738.html, http://m.elcolombiano.com/una-lider-de-desplazados-y-una-indigena-fueron-asesinadas-CD5173127"
lina-sierra-salcedo,Lina Sierra Salcedo,NA,NA,NA,si,NA,NA,NA,NA,NA,NA,si,F,2016-10-13,Cáceres,Antioquia,Líder indígena,Miembro de la comunidad indígena Omagá,Fue asesinada con arma de fuego,,"http://www.elespectador.com/noticias/nacional/antioquia/hombres-armados-asesinaron-dos-mujeres-caceres-antioqui-articulo-660512, http://www.ipc.org.co/agenciadeprensa/index.php/2016/10/14/hombres-armados-asesinaron-a-dos-mujeres-en-caceres-antioquia/, http://caracol.com.co/emisora/2016/10/15/medellin/1476493704_980738.html, http://m.elcolombiano.com/una-lider-de-desplazados-y-una-indigena-fueron-asesinadas-CD5173127"
yimer-chavez-rivera,Yimer Alberto Chávez Rivera,si,,,,,,,,,,,M,2016-10-16,La Sierra,Cauca,Líder campesino o agrario,Líder de la guardia campesina de la vereda Frontino Bajo en jurisdicción de La Sierra (Cauca).,El hombre salió de su casa en moto acompañado de su esposa y minutos más tarde fue abordado y asesinado con tres impactos de arma de fuego.,,https://www.lapazenelterreno.com/node/96
jhon-faber-espinal,Jhon Faber Espinal Holguin,NA,NA,NA,si,NA,NA,NA,NA,NA,NA,si,M,2016-10-25,Dabeiba,Antioquia,Líder comunitario,,Ataque y decapitacion en sitio publico,,"http://noticiasunolaredindependiente.com/2016/10/29/noticias/nacional/paramilitares-del-clan-del-golfo-asesinaron-en-clase-a-un-estudiante-en-dabeiba-antioquia/, https://www.justiciaypazcolombia.com/presencia-de-neoparamilitares-de-las-aug-control-social-y-asesinato-de-john-faber-espinal/"
james-londono-jimenez,James Londoño Jimenez,NA,NA,NA,NA,NA,NA,NA,si,NA,NA,NA,M,2016-10-27,Buga,Valle del Cauca,Líder comunitario,,,,"www.elpais.com.co/.../hermano-del-presidente-del-concejo-de-buga-fue-asesinado.html, http://hsbnoticias.com/noticias/judicial/asesinado-james-londono-jimenez-era-hermano-del-presidente-d-248018, https://noticias.caracoltv.com/cali/asesinan-hermano-del-presidente-del-concejo-de-buga-valle-del-cauca"
javier-alexander-salazar,Javier Alexander Salazar,NA,NA,NA,NA,NA,NA,NA,si,NA,NA,NA,M,2016-10-29,Tibú,Norte de Santander,Líder comunal,,,,"https://www.laopinion.com.co/judicial/con-los-cordones-de-sus-zapatos-lo-ahorcaron-y-maniataron-121587#OP, http://caracol.com.co/emisora/2016/10/29/cucuta/1477755964_434715.html"
norberto-ruiz,Norberto Ruiz,NA,NA,NA,NA,NA,NA,NA,si,NA,NA,NA,M,2016-10-29,La Esperanza,Norte de Santander,Líder comunitario,,,,http://caracol.com.co/emisora/2016/10/29/cucuta/1477755964_434715.html
jhon-jairo-rodriguez,Jhon Jairo Rodriguez Torrres,si,NA,NA,si,NA,NA,NA,si,NA,NA,si,M,2016-11-01,Caloto,Cauca,Líder comunal,,,,"http://www.radiocafestereo.nu/index.php/component/k2/item/2050-en-el-cauca-denuncian-asesinato-del-dirigente-agrario-jhon-jairo-rodriguez-torres, http://www.pazificonoticias.com/estupor-por-asesinato-de-john-jairo-rodriguez-miembro-de-marcha-patriotica-en-caloto/
https://www.elespectador.com/noticias/judicial/unidad-especial-de-fiscalia-viaja-al-cauca-tras-asesina-articulo-663585"
jose-luis-prieto,Jose Luis Prieto Tristancho,NA,NA,NA,NA,NA,NA,NA,si,NA,NA,NA,M,2016-11-10,Galapa,Atlantico,Líder comunal,,,,http://rutasdelconflicto.com/tras-el-acuerdo/node/19
jose-andres-cabarcas,Jose Andres Cabarcas,NA,NA,NA,si,NA,NA,NA,NA,NA,NA,NA,M,2016-11-11,San Onofre,Sucre,Líder comunitario,,,,NA
jose-antonio-velasco,Jose Antonio Velasco Taquinas,si,NA,NA,si,NA,NA,NA,si,NA,NA,si,M,2016-11-11,Caloto,Cauca,Líder campesino o agrario,,,,"http://www.contagioradio.com/en-menos-de-15-dias-han-asesinados-2-defensores-de-ddhh-en-el-cauca-articulo-32322/, http://hsbnoticias.com/noticias/judicial/matan-dirigente-social-al-norte-del-cauca-253281, 
http://enlineapopayan.com/otro-lider-campesino-fue-asesinado-en-el-norte-del-cauca/"
didier-losada,Didier Losada,si,NA,NA,si,NA,NA,NA,si,NA,NA,si,M,2016-11-18,La Macarena,Meta,Líder comunal,Presidente de Junta de Accion Comunal,,,"http://justiciaypazcolombia.com/Asesinato-del-senor-Didier-Losada-Barreto, http://www.elespectador.com/noticias/judicial/cuatro-atentados-contra-lideres-sociales-menos-de-48-ho-articulo-666454, http://caracol.com.co/radio/2016/11/21/regional/1479691116_565679.html"
erley-monroy-fierro,Erley Monroy Fierro,si,NA,NA,si,NA,NA,NA,si,NA,NA,si,M,2016-11-19,San Vicente del Caguán,Caquetá,Líder campesino o agrario,,,,"http://www.telesurtv.net/news/Colombia-Asesinan-a-lider-campesino-de-San-Vicente-del-Caguan-20161119-0001.html, http://www.elespectador.com/noticias/judicial/cuatro-atentados-contra-lideres-sociales-menos-de-48-ho-articulo-666454, http://justiciaypazcolombia.com/Asesinato-del-lider-campesino-Arley-Monroy"
rodrigo-cabrera-cabrera,Rodrigo Cabrera Cabrera,si,NA,NA,si,NA,NA,NA,si,NA,NA,si,M,2016-11-19,Policarpa,Nariño,Líder campesino o agrario,,,,"http://www.elespectador.com/noticias/judicial/otro-lider-social-asesinado-ultimas-horas-narino-articulo-666518, http://www.bluradio.com/orden-publico/denuncian-asesinato-de-otro-integrante-de-marcha-patriotica-en-narino-122892, http://www.rcnradio.com/locales/asesinan-lider-campesino-policarpa-narino/"
gustavo-bermudez,Gustavo Bermudez,NA,NA,NA,si,NA,NA,NA,si,NA,NA,NA,M,2016-11-23,Bogotá,Bogotá,Líder sindical,,,,https://www.elespectador.com/noticias/bogota/investigan-muerte-de-lider-sindical-de-aguas-de-bogota-articulo-666792
froidan-cortes,Froidan Cortés,si,NA,NA,si,NA,NA,NA,NA,NA,NA,si,M,2016-11-24,Buenaventura,Valle del Cauca,Líder comunitario,,,,"http://noticias.caracoltv.com/cali/asesinan-lider-de-marcha-patriotica-en-zona-rural-de-buenaventura-valle
http://www.elpais.com.co/judicial/investigan-asesinato-de-hombre-en-el-bajo-calima-zona-rural-de-buenaventura.html"
henry-saavedra,Henry Saavedra,si,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,M,2016-11-24,Puerto Berrío,Antioquia,Líder comunitario,,,,https://redhuerteros.org/b410&registros=10&pagina=9&orden=ASC
marcelina-canacue,Marcelina Canacue,si,NA,NA,si,NA,NA,NA,si,NA,NA,si,F,2016-11-25,Neiva,Huila,Líder comunal,Miembro de la Junta de Acción Comunal de la vereda Versalles,Ataque en la via mientras se movilizaba en su vehiculo,,"http://www.lafm.com.co/nacional/marcelina-canacue-lider-social-huila-fue-asesinada/, http://www.semana.com/nacion/articulo/asesinato-de-lider-en-el-huila-marcelina-canacue/506707, https://www.elheraldo.co/colombia/asesinan-lider-comunal-marcelina-canacue-en-el-huila-305607"
jorge-ramirez-guzman,Jorge Ramirez Guzman,si,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,M,2016-11-28,Pueblo Nuevo,Córdoba,Líder comunal,,,,http://www.larazon.co/web/2016/11/zona-rural-pueblo-nuevo-asesinan-lider-comunal/
diomedes-perdomo,Diomedes Perdomo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,si,M,2016-11-30,Planadas,Tolima,Líder indígena,Autoridad Indígena,Tenía 70 años y fue encontrado en su domicilio por una comunera que fue a su casa a buscarlo.,,"http://www.onic.org.co/comunicados-de-otros-sectores/1577-gobierno-mayor-denuncia-asesinato-de-un-mayor-indigena-nasa-en-el-sur-del-tolima, http://www.contagioradio.com/lider-indigena-del-cauca-amenzado-por-los-urabenos-articulo-33265/, http://www.pacocol.org/index.php?option=com_content&view=article&id=19828:debate-publico-nacional-sobre-crimenes-contra-lideres-sociales-defensoras-y-defensores-de-d-h&catid=86&Itemid=472"
marly-yuliet-gomez,Marly Yuliet Gomez,NA,NA,NA,si,NA,NA,NA,NA,NA,NA,si,F,2016-12-01,Puracé,Cauca,Líder indígena,Comerciante,"Su cuerpo fue encontrado sin vida en una zona rural del municipio de Puracé, en Cauca",,"http://www.eltiempo.com/colombia/otras-ciudades/hallan-a-dos-mujeres-muertas-en-cauca-49300, https://www.elespectador.com/noticias/judicial/asesinadas-dos-mujeres-indigenas-de-purace-cauca-articulo-668437"
shirley-dayana-lozada,Shirley Dayana Lozada Ramírez,NA,NA,NA,si,NA,NA,NA,NA,NA,NA,si,F,2016-12-01,Puracé,Cauca,Líder indígena,Comerciante,"Su cuerpo fue encontrado sin vida en una zona rural del municipio de Puracé, en Cauca",,"http://www.eltiempo.com/colombia/otras-ciudades/hallan-a-dos-mujeres-muertas-en-cauca-49300, https://www.elespectador.com/noticias/judicial/asesinadas-dos-mujeres-indigenas-de-purace-cauca-articulo-668437"
vicente-borrego,Vicente Borrego,si,si,si,si,NA,NA,NA,NA,NA,NA,NA,M,2016-12-01,Riohacha,La Guajira,Líder comunitario,,,,"https://www.elheraldo.co/la-guajira/asesinado-el-ganadero-y-exconcejal-de-riohacha-vicente-borrego-307590, https://laguajirahoy.com/2016/12/vicente-borrego-mejia-asesinado-a-tiros-en-su-casa-en-riohacha.html"
luis-carlos-tenorio,Luis Carlos Tenorio,si,NA,si,si,NA,NA,NA,NA,NA,NA,NA,M,2016-12-02,Páez,Cauca,Líder indígena,Médico tradicional,,,
samir-lopez-bisbal,Samir Lopez Bisbal,si,si,si,si,NA,NA,NA,NA,NA,NA,NA,M,2016-12-02,Galapa,Atlántico,Líder LGBTI,,,,"https://www.elheraldo.co/judicial/asesino-de-concejal-de-galapa-lo-espero-en-la-puerta-de-su-casa-testigos-307810, https://www.elheraldo.co/judicial/asesinan-de-varias-punaladas-concejal-de-galapa-307736"
nataly-salas,Nataly Salas,si,si,si,si,NA,NA,NA,NA,NA,NA,NA,F,2016-12-03,Montería,Córdoba,Líder comunitario,Estudiante,Fue encontrada muerta en la laguna de oxidación de Montería con signos de tortura y golpes contundentes,,https://www.elheraldo.co/cordoba/nataly-salas-la-universitaria-asesinada-en-monteria-que-se-volvio-referente-contra-el
jose-abdon-collazos,José Abdón Collazos Hoyos,si,si,si,si,NA,NA,NA,NA,NA,NA,si,M,2016-12-03,Sotará,Cauca,Líder comunitario,,,,"http://pacifista.co/estos-son-los-22-los-lideres-sociales-asesinados-desde-el-inicio-de-la-implementacion/, 
http://www.contagioradio.com/jose-abdon-collazos-otro-lider-asesinado-en-sotara-cauca-articulo-33302/"
mario-jose-martinez,Mario José Martinez,NA,NA,NA,NA,NA,NA,NA,si,NA,NA,NA,M,2016-12-04,Yopal,Casanare,Líder comunitario,,,,http://prensalibrecasanare.com/judicial/23419-nuevo-hecho-de-sicariato-en-yopal.html
jose-mauricio-bernal,Jose Mauricio Bernal Alzate,si,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,M,2016-12-05,Montañita,Caquetá,Líder comunitario,,,,"http://noticias.caracoltv.com/colombia/inquietud-en-caqueta-por-asesinato-de-hijo-de-un-lider-de-victimas, http://www.tucaqueta.com/judiciales/asesinato-hombre-puerto-arango-preocupa-la-comunidad/
http://hsbnoticias.com/noticias/judicial/hijo-de-lider-social-fue-asesinado-de-ocho-balazos-en-caquet-258429"
gilmar-alejandro-possu,Gilmar Alejandro Possú,si,NA,NA,si,NA,NA,NA,NA,NA,NA,si,M,2016-12-09,Villa Rica,Cauca,Líder juvenil,,,,http://www.wradio.com.co/noticias/regionales/lider-afro-asesinado-habia-denunciado-amenazas-en-cauca/20161209/nota/3326826.aspx
william-garcia-cartagena,William Garcia Cartagena,NA,NA,NA,si,NA,NA,NA,si,NA,NA,si,M,2016-12-09,Medellín,Antioquia,Líder comunitario,,,,"http://www.elcolombiano.com/antioquia/seguridad/asesinato-de-abogado-de-defensoria-en-medellin-BY4991627, https://noticias.caracoltv.com/medellin/asesinan-en-medellin-abogado-defensor-de-victimas-de-segovia-antioquia, http://www.eltiempo.com/colombia/medellin/homicidio-de-abogado-de-victimas-46101"
eder-mongones,Eder Mangones,si,si,si,NA,NA,NA,NA,NA,NA,NA,NA,M,2016-12-10,Tiquisio,Bolívar,Líder comunal,,,,https://www.elespectador.com/noticias/judicial/denuncian-asesinato-de-lider-social-Bolívar-articulo-670055
carlos-jimenez,Carlos Jiménez,NA,NA,NA,si,NA,NA,NA,NA,NA,NA,NA,M,2016-12-11,Bahía Solano,Chocó,Líder afrodescendiente,Consejo comunitario Delfines,,,http://www.indepaz.org.co/wp-content/uploads/2017/02/Informe-final-2016-Indepaz-2-paramiliatares.pdf
denver-potes-giron,Denver Potes Girón,NA,NA,NA,si,NA,NA,NA,NA,NA,NA,NA,M,2016-12-11,Bahía Solano,Chocó,Líder afrodescendiente,Consejo comunitario Delfines,,,http://www.indepaz.org.co/wp-content/uploads/2017/02/Informe-final-2016-Indepaz-2-paramiliatares.pdf
rafael-lubo-aguilar,Rafael Lubo Aguilar,NA,NA,NA,NA,NA,NA,NA,si,NA,NA,NA,M,2016-12-11,Riohacha,La Guajira,Líder indígena,Representante de la comunidad,,,https://laguajirahoy.com/2017/02/sentencia-de-muerte-wayuu.html
guillermo-veldano,Guillermo Veldaño,si,si,si,si,NA,NA,NA,NA,NA,NA,NA,M,2016-12-12,Puerto Asís,Putumayo,Líder comunal,,,,http://pacifista.co/estos-son-los-22-los-lideres-sociales-asesinados-desde-el-inicio-de-la-implementacion/ https://noticias.caracoltv.com/colombia/asesinan-guillermo-vendano-lider-comunal-del-movimiento-marcha-patriotica-0
martin-jose-martinez,Martín José Martinez,NA,NA,NA,NA,NA,NA,NA,si,NA,si,NA,M,2016-12-20,Barranquilla,Atlántico,Líder sindical,,,,http://www.aldia.co/mundo-serio/lo-ultimo-que-hizo-martin-fue-abrazar-esposa-y-recibir-las-balas-asi-fue-el-atraco-en
anuar-jose-alvarez,Anuar José Álvarez,si,si,si,NA,NA,NA,NA,si,NA,NA,NA,M,2016-12-25,Argelia,Cauca,Líder campesino o agrario,Miembro de la Asociación Campesina de Trabajadores de Argelia (Ascanta),"En momentos que Álvarez Armero se movilizaba en una motocicleta fue perseguido por dos hombres que se desplazaban en otra moto, quienes le dispararon. El líder recibió 4 diparos. ",,http://www.eltiempo.com/colombia/cali/otro-lider-campesino-asesinado-en-cauca-34152;http://rutasdelconflicto.com/tras-el-acuerdo/node/100
yaneth-alejandra-calvache,Yaneth Alejandra Calvache,si,si,si,NA,NA,NA,NA,si,NA,NA,NA,F,2016-12-30,Balboa,Cauca,Líder campesino o agrario,"Miembro de PUPSOC Proceso de Unidad Popular del Suroccidente Colombiano, líder de ASCATBAL Asociación de Trabajadores Campesinos de Balboa",Le dispararon en varias oportunidades hombres armados,,https://vidassilenciadas.org/victimas/37206/
karla-baez-torres,Karla Báez Torres,si,NA,NA,si,si,NA,NA,si,NA,NA,NA,T,2017-01-02,Cúcuta,Norte de Santander,Líder LGBTI,Miembro de la Asociación de Chicas Trans de Norte de Santander,Fue asesinada con dos impactos de bala,,https://lapazenelterreno.com/node/105
aldemar-parra-garcia,Aldemar Parra García,si,si,si,si,si,NA,NA,si,NA,NA,NA,M,2017-01-07,El Haltillo,Cesar,Líder comunitario,Presidente de la Asociación Apícola del Cesar,"Dos hombres a bordo de una motocicleta le dispararon tres veces con armas de fuego al defensor de la tierra Aldemar Parra García en El Hatillo, Cesar.",,http://pacifista.co/estos-son-los-22-los-lideres-sociales-asesinados-desde-el-inicio-de-la-implementacion/;  http://www.drummondltd.com/respuesta-de-drummond-a-la-declaracion-sobre-el-asesinato-de-aldemar-parra-garcia-firmada-por-varias-ong/;  http://www.verdadabierta.com/victimas-seccion/los-resistentes/6521-alerta-comunidad-de-el-hatillo-en-cesar-esta-en-riesgo
juan-de-la-cruz-mosquera,Juan de la Cruz Mosquera,si,si,si,si,NA,NA,NA,NA,NA,NA,NA,M,2017-01-09,Rio Sucio,Chocó,Líder afrodescendiente,,,,https://colombiaplural.com/dos-nuevos-asesinatos-confirman-la-arremetida-atrato/
jose-yimer-cartagena,José Yimer Cartagena Úsuga,si,si,si,si,si,NA,NA,si,NA,NA,NA,M,2017-01-10,Carepa,Antioquia,Líder campesino o agrario,,,,"http://pacifista.co/estos-son-los-22-los-lideres-sociales-asesinados-desde-el-inicio-de-la-implementacion/; http://www.elespectador.com/noticias/nacional/asesinan-al-lider-campesino-jose-yimer-cartagena-uzuga-articulo-674205; 
http://www.eluniversal.com.co/sucesos/lider-campesino-asesinado-en-cordoba-estaba-amenazado-244277"
moises-mosquera-moreno,Moisés Mosquera Moreno,si,NA,si,si,NA,NA,NA,NA,NA,NA,NA,M,2017-01-10,Rio Sucio,Chocó,Líder comunitario,,,,https://colombiaplural.com/dos-nuevos-asesinatos-confirman-la-arremetida-atrato/
olmedo-pinto-garcia,Olmedo Pinto García,si,si,si,si,NA,NA,NA,NA,NA,NA,NA,M,2017-01-10,Caloto,Cauca,Líder indígena,,,,"http://pacifista.co/estos-son-los-22-los-lideres-sociales-asesinados-desde-el-inicio-de-la-implementacion/;  http://www.elespectador.com/noticias/judicial/asesinato-de-lider-caucano-esta-manos-de-jurisdiccion-i-articulo-674057

"
